Name,Sex,Event,Equipment,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots,Federation
Lifter 29072,F,SBD,Raw,27.0,76.8,94.8,60.4,105.8,261.0,120.7,IPF
Lifter 29073,M,SBD,Raw,47.0,92.1,131.7,84.2,180.4,396.3,160.0,IPF
Lifter 29074,F,SBD,Raw,26.0,56.5,69.8,44.1,64.1,178.0,103.6,USAPL
Lifter 29075,M,SBD,Single-ply,43.0,64.2,112.4,74.5,167.6,354.5,187.6,WRPF
Lifter 29076,M,SBD,Wraps,36.0,73.5,156.3,79.4,156.9,392.6,187.7,USPA
Lifter 29077,F,SBD,Raw,35.0,68.9,63.4,53.1,85.3,201.8,101.3,USAPL
Lifter 29078,M,SBD,Wraps,46.0,110.8,168.9,125.6,196.7,491.2,172.6,USAPL
Lifter 29079,F,SBD,Raw,50.0,59.6,55.8,44.6,87.8,188.2,105.3,USAPL
Lifter 29080,M,SBD,Raw,43.0,89.5,150.9,95.1,164.5,410.5,169.3,WRPF
Lifter 29081,M,SBD,Raw,53.0,85.4,111.2,79.1,117.0,307.3,131.3,USPA
Lifter 29082,M,SBD,Raw,33.0,99.4,162.2,111.7,193.0,466.9,178.0,USAPL
Lifter 29083,F,SBD,Wraps,34.0,70.4,84.3,52.4,76.6,213.3,105.3,IPF
Lifter 29084,M,SBD,Raw,24.0,88.8,94.5,105.0,174.2,373.7,155.0,USPA
Lifter 29085,F,SBD,Wraps,34.0,67.0,80.6,51.3,89.0,220.9,113.2,USPA
Lifter 29086,F,SBD,Raw,32.0,62.6,74.4,38.3,72.4,185.1,99.8,USAPL
Lifter 29087,M,SBD,Wraps,36.0,115.8,209.9,119.8,225.3,555.0,188.7,IPF
Lifter 29088,M,SBD,Multi-ply,,78.1,118.6,110.8,180.1,409.5,187.0,USAPL
Lifter 29089,F,SBD,Single-ply,37.0,46.7,65.5,46.9,65.9,178.3,119.8,USAPL
Lifter 29090,F,SBD,Raw,32.0,96.8,88.0,69.0,102.5,259.5,100.9,IPF
Lifter 29091,M,SBD,Raw,37.0,73.9,175.1,96.1,166.3,437.5,208.3,USPA
Lifter 29092,M,SBD,Wraps,37.0,120.6,171.1,126.9,221.9,519.9,171.4,WRPF
Lifter 29093,M,SBD,Raw,47.0,99.4,119.6,119.1,136.3,375.0,142.9,IPF
Lifter 29094,F,SBD,Wraps,26.0,73.9,92.6,68.5,98.9,260.0,123.8,USAPL
Lifter 29095,M,SBD,Raw,33.0,91.3,146.3,112.0,130.3,388.6,157.9,WRPF
Lifter 29096,M,SBD,Raw,30.0,100.3,125.2,99.7,174.5,399.4,151.2,IPF
Lifter 29097,M,SBD,Raw,48.0,104.5,133.1,101.8,128.8,363.7,133.5,USAPL
Lifter 29098,F,SBD,Multi-ply,23.0,62.4,94.7,59.6,115.5,269.8,145.8,USAPL
Lifter 29099,M,SBD,Raw,49.0,71.0,110.5,83.0,111.1,304.6,149.4,USAPL
Lifter 29100,F,SBD,Raw,28.0,62.2,78.7,47.6,76.1,202.4,109.7,IPF
Lifter 29101,M,SBD,Single-ply,50.0,137.2,198.3,156.3,263.4,618.0,185.0,USPA
Lifter 29102,M,SBD,Single-ply,30.0,99.9,193.0,123.2,209.2,525.4,199.5,WRPF
Lifter 29103,M,SBD,Raw,42.0,93.7,140.7,100.7,180.7,422.1,168.2,IPF
Lifter 29104,F,SBD,Single-ply,29.0,44.0,78.7,39.0,73.4,191.1,134.2,USAPL
Lifter 29105,F,SBD,Wraps,39.0,76.3,74.9,61.2,77.1,213.2,99.1,USAPL
Lifter 29106,M,SBD,Raw,38.0,91.6,152.5,91.4,129.3,373.2,151.3,IPF
Lifter 29107,M,SBD,Raw,31.0,115.9,189.3,164.1,231.2,584.6,198.6,IPF
Lifter 29108,M,SBD,Raw,36.0,117.6,218.6,124.0,163.5,506.1,170.1,USAPL
Lifter 29109,M,SBD,Raw,32.0,82.1,103.5,103.5,117.8,324.8,142.9,IPF
Lifter 29110,F,SBD,Raw,29.0,71.9,95.9,72.5,72.5,240.9,117.1,USAPL
Lifter 29111,M,SBD,Raw,71.0,96.1,50.5,51.5,74.3,176.3,68.9,USAPL
Lifter 29112,F,SBD,Raw,20.0,44.0,53.3,49.6,66.1,169.0,118.7,USPA
Lifter 29113,M,SBD,Raw,40.0,111.2,157.1,105.4,183.8,446.3,156.4,USAPL
Lifter 29114,F,SBD,Raw,33.0,51.5,89.3,42.6,74.3,206.2,128.7,USAPL
Lifter 29115,f,SBD,Raw,33.0,78.1,106.0,63.0,85.3,254.3,116.2,USAPL
Lifter 29116,M,SBD,Single-ply,33.0,99.4,183.2,120.4,182.5,486.1,185.3,USPA
Lifter 29117,M,SBD,Single-ply,,121.9,231.1,122.3,278.7,632.1,206.8,USAPL
Lifter 29118,F,SBD,Raw,61.0,79.0,35.9,37.4,61.0,134.3,60.8,USAPL
Lifter 29119,F,SBD,Raw,40.0,54.2,63.2,49.2,70.9,183.3,110.1,USAPL
Lifter 29120,M,SBD,Raw,32.0,72.6,119.0,77.0,158.6,354.6,171.1,IPF
Lifter 29121,F,SBD,Multi-ply,32.0,61.5,76.9,62.8,85.7,225.4,123.2,USAPL
Lifter 29122,F,SBD,Single-ply,25.0,44.0,74.2,45.9,63.5,183.6,129.0,IPF
Lifter 29123,M,SBD,Single-ply,30.0,114.8,134.6,164.1,229.0,527.7,180.6,IPF
Lifter 29124,M,SBD,Multi-ply,40.0,81.6,182.1,128.1,210.4,520.6,230.1,USPA
Lifter 29125,M,SBD,Raw,42.0,132.8,204.1,91.3,153.1,448.5,137.6,USAPL
Lifter 29126,M,SBD,Wraps,66.0,73.2,83.8,59.6,72.1,215.5,103.3,USPA
Lifter 29127,F,SBD,Raw,41.0,52.7,69.4,33.3,66.3,169.0,103.7,IPF
Lifter 29128,F,SBD,Single-ply,,74.3,66.7,61.5,109.7,237.9,112.8,WRPF
Lifter 29129,M,SBD,Raw,37.0,88.8,162.1,,185.4,,179.3,WRPF
Lifter 29130,M,SBD,Raw,48.0,65.3,98.6,67.2,135.3,301.1,157.3,IPF
Lifter 29131,M,SBD,Raw,45.0,99.6,144.5,92.7,117.7,354.9,135.1,USAPL
Lifter 29132,M,SBD,Raw,33.0,56.8,115.5,94.4,150.6,360.5,209.1,USPA
Lifter 29133,F,SBD,Raw,33.0,66.8,90.1,48.3,74.4,212.8,109.3,USAPL
Lifter 29134,M,SBD,Raw,50.0,95.8,166.7,85.6,112.2,364.5,142.8,WRPF
Lifter 29135,M,SBD,Wraps,34.0,81.4,189.0,83.2,161.1,433.3,191.9,IPF
Lifter 29136,M,SBD,Single-ply,30.0,44.0,118.6,79.0,102.0,299.6,210.4,USPA
Lifter 29137,F,SBD,Raw,,76.6,81.3,55.2,90.8,227.3,105.3,IPF
Lifter 29138,M,SBD,Single-ply,48.0,74.0,122.3,82.1,151.1,355.5,169.1,USPA
Lifter 29139,M,SBD,Raw,30.0,87.1,197.7,87.3,160.6,445.6,187.5,USAPL
Lifter 29140,F,SBD,Multi-ply,49.0,47.3,66.9,36.8,75.5,179.2,119.2,WRPF
Lifter 29141,F,SBD,Raw,57.0,58.5,48.2,23.5,55.5,127.2,72.2,USAPL
Lifter 29142,F,SBD,Multi-ply,44.0,57.2,97.9,57.1,81.7,236.7,136.6,IPF
Lifter 29143,M,SBD,Wraps,23.0,121.9,266.6,115.5,239.5,621.6,203.3,USAPL
Lifter 29144,M,SBD,Raw,36.0,115.5,135.8,111.4,203.4,450.6,153.5,USPA
Lifter 29145,M,SBD,Raw,53.0,89.3,165.2,79.7,142.9,387.8,160.2,IPF
Lifter 29146,M,SBD,Single-ply,48.0,110.0,203.3,124.6,219.9,547.8,193.5,IPF
Lifter 29147,M,SBD,Raw,19.0,75.1,102.7,96.5,152.9,352.1,165.6,USAPL
Lifter 29148,M,SBD,Raw,21.0,85.8,168.0,112.4,171.5,451.9,192.4,USAPL
Lifter 29149,M,SBD,Raw,,51.5,92.7,71.9,146.7,311.3,194.3,WRPF
Lifter 29150,F,SBD,Raw,40.0,101.3,99.0,90.5,153.6,343.1,128.9,USAPL
Lifter 29151,F,SBD,Raw,48.0,78.3,62.0,48.9,85.4,196.3,89.5,USPA
Lifter 29152,M,SBD,Raw,29.0,107.5,230.0,128.1,172.2,530.3,190.6,WRPF
Lifter 29153,M,SBD,Single-ply,43.0,108.6,133.6,122.5,180.3,436.4,155.7,USAPL
Lifter 29154,M,SBD,Multi-ply,46.0,68.7,99.2,104.1,131.2,334.5,168.2,USPA
Lifter 29155,M,SBD,Single-ply,35.0,73.6,150.9,86.3,185.3,422.5,201.8,USPA
Lifter 29156,M,SBD,Raw,34.0,84.7,154.3,88.6,137.9,380.8,163.7,USPA
Lifter 29157,F,SBD,Raw,51.0,73.5,78.1,39.8,93.1,211.0,100.9,USPA
Lifter 29158,F,SBD,Raw,35.0,50.4,46.7,39.9,62.6,149.2,94.7,IPF
Lifter 29159,F,SBD,Raw,32.0,88.0,74.5,64.2,99.5,238.2,99.5,USAPL
Lifter 29160,M,SBD,Wraps,26.0,100.7,196.4,95.5,197.2,489.1,184.6,USPA
Lifter 29161,F,SBD,Raw,39.0,75.6,61.3,57.3,98.2,216.8,101.5,USAPL
Lifter 29162,F,SBD,Raw,33.0,54.3,58.6,33.8,82.7,175.1,105.0,USPA
Lifter 29163,M,SBD,Raw,34.0,74.9,140.7,116.4,161.1,418.2,197.1,USAPL
Lifter 29164,M,SBD,Raw,38.0,80.2,137.1,96.3,123.0,356.4,159.6,IPF
Lifter 29165,M,SBD,Multi-ply,50.0,74.9,172.8,84.0,171.5,428.3,201.9,IPF
Lifter 29166,M,SBD,Raw,47.0,115.3,131.8,129.7,207.9,469.4,160.1,USAPL
Lifter 29167,F,SBD,Raw,45.0,71.9,93.2,51.9,81.1,226.2,109.9,USPA
Lifter 29168,F,SBD,Raw,32.0,49.4,72.0,32.8,69.9,174.7,112.5,USAPL
Lifter 29169,F,SBD,Wraps,,51.2,72.0,37.0,81.9,190.9,119.7,USPA
Lifter 29170,M,SBD,Raw,25.0,106.8,161.4,107.8,201.8,471.0,170.1,USAPL
Lifter 29171,M,SBD,Raw,40.0,90.0,173.4,117.7,181.8,472.9,194.2,IPF
Lifter 29172,M,SBD,Multi-ply,31.0,52.8,147.8,108.5,132.2,388.5,238.0,USAPL
Lifter 29173,M,SBD,Raw,,137.3,224.1,99.8,182.1,506.0,151.4,IPF
Lifter 29174,F,SBD,Raw,33.0,92.7,104.3,57.4,124.3,286.0,114.9,USAPL
Lifter 29175,M,SBD,Raw,37.0,90.6,171.6,147.2,188.6,507.4,207.3,USAPL
Lifter 29176,M,SBD,Raw,,93.5,133.3,121.2,189.5,444.0,177.2,USPA
Lifter 29177,M,SBD,Raw,69.0,121.6,86.0,51.7,89.8,227.5,74.6,IPF
Lifter 29178,F,SBD,Multi-ply,39.0,58.5,66.4,51.9,100.4,218.7,124.1,IPF
Lifter 29179,M,SBD,Raw,49.0,63.5,102.4,83.3,120.1,305.8,163.1,WRPF
Lifter 29180,M,SBD,Raw,41.0,120.2,174.4,131.9,233.2,539.5,178.3,WRPF
Lifter 29181,F,SBD,Raw,22.0,72.3,71.3,59.6,86.9,217.8,105.4,USAPL
Lifter 29182,M,SBD,Raw,39.0,83.1,166.8,,141.0,,183.2,IPF
Lifter 29183,M,SBD,Raw,24.0,58.0,118.5,82.9,127.0,328.4,187.5,USAPL
Lifter 29184,M,SBD,Single-ply,32.0,120.8,212.9,145.1,244.3,602.3,198.4,IPF
Lifter 29185,M,SBD,Raw,37.0,110.2,208.1,79.9,182.1,470.1,165.9,USPA
Lifter 29186,M,SBD,Wraps,34.0,56.3,154.5,66.6,139.9,361.0,210.8,WRPF
Lifter 29187,M,SBD,Raw,26.0,111.1,143.2,120.4,187.8,451.4,158.3,WRPF
Lifter 29188,M,SBD,Raw,26.0,106.6,121.8,125.9,219.7,467.4,169.1,USPA
Lifter 29189,M,SBD,Raw,47.0,117.3,180.4,121.5,195.4,497.3,167.4,USAPL
Lifter 29190,M,SBD,Raw,50.0,80.5,99.2,76.2,100.7,276.1,123.3,USAPL
Lifter 29191,m,SBD,Raw,43.0,56.3,70.2,75.7,91.7,237.6,138.7,WRPF
Lifter 29192,F,SBD,Wraps,51.0,67.3,85.1,,69.7,,107.6,IPF
Lifter 29193,F,SBD,Raw,69.0,79.6,48.8,28.9,49.0,126.7,57.1,WRPF
Lifter 29194,F,SBD,Raw,40.0,46.9,59.8,40.9,70.5,171.2,114.6,IPF
Lifter 29195,F,SBD,Raw,47.0,72.2,62.2,50.5,110.7,223.4,108.2,WRPF
Lifter 29196,M,SBD,Raw,35.0,86.4,138.1,81.3,197.6,417.0,176.6,WRPF
Lifter 29197,M,SBD,Raw,,72.3,132.5,73.5,150.7,356.7,172.6,IPF
Lifter 29198,M,SBD,Raw,24.0,79.5,144.4,71.1,166.1,381.6,172.0,USAPL
Lifter 29199,F,SBD,Raw,56.0,64.2,75.9,31.4,38.7,146.0,77.2,USAPL
Lifter 29200,M,SBD,Raw,30.0,100.3,156.5,122.3,156.0,434.8,164.6,USAPL
Lifter 29201,F,SBD,Single-ply,19.0,67.5,102.8,58.3,71.4,232.5,118.5,IPF
Lifter 29202,M,SBD,Raw,32.0,90.9,159.0,112.5,206.9,478.4,195.0,IPF
Lifter 29203,M,SBD,Raw,36.0,86.3,122.3,111.8,161.1,395.2,167.5,IPF
Lifter 29204,F,SBD,Single-ply,69.0,61.9,44.4,26.5,44.0,114.9,62.5,USPA
Lifter 29205,M,SBD,Wraps,,106.5,151.8,113.9,160.8,426.5,154.4,USAPL
Lifter 29206,F,SBD,Raw,33.0,59.8,66.0,34.0,72.3,172.3,96.1,IPF
Lifter 29207,M,SBD,Raw,48.0,64.0,98.5,85.0,107.1,290.6,154.1,USAPL
Lifter 29208,F,SBD,Raw,37.0,83.4,102.6,67.2,114.2,284.0,123.5,USAPL
Lifter 29209,M,SBD,Single-ply,35.0,94.3,131.6,104.1,236.8,472.5,187.4,IPF
Lifter 29210,M,SBD,Raw,43.0,76.1,139.9,89.0,117.0,345.9,161.1,USPA
Lifter 29211,F,SBD,Raw,34.0,89.2,50.4,66.9,122.9,240.2,99.3,USAPL
Lifter 29212,M,SBD,Wraps,58.0,100.1,153.1,78.9,117.9,349.9,132.7,USPA
Lifter 29213,M,SBD,Single-ply,57.0,136.1,201.0,96.6,223.1,520.7,156.8,USAPL
Lifter 29214,M,SBD,Raw,49.0,119.0,131.0,89.9,176.5,397.4,132.4,USPA
Lifter 29215,F,SBD,Multi-ply,30.0,81.2,111.9,93.4,136.1,341.4,151.5,IPF
Lifter 29216,F,SBD,Raw,35.0,80.8,102.8,59.9,88.0,250.7,111.6,USAPL
Lifter 29217,M,SBD,Raw,46.0,99.8,129.2,129.4,143.7,402.3,152.9,USAPL
Lifter 29218,F,SBD,Raw,35.0,60.5,45.3,44.7,77.5,167.5,92.7,USAPL
Lifter 29219,F,SBD,Raw,34.0,81.4,105.9,48.3,78.2,232.4,102.9,USPA
Lifter 29220,M,SBD,Raw,40.0,86.7,152.2,81.2,142.8,376.2,158.9,USPA
Lifter 29221,F,SBD,Raw,30.0,92.9,95.8,61.4,82.2,239.4,96.0,USAPL
Lifter 29222,M,SBD,Raw,36.0,95.4,174.9,102.0,187.2,464.1,182.4,USAPL
Lifter 29223,F,SBD,Raw,32.0,71.0,97.3,69.1,109.4,275.8,135.3,IPF
Lifter 29224,M,SBD,Raw,27.0,93.3,156.3,120.9,198.4,475.6,190.1,USAPL
Lifter 29225,F,SBD,Raw,42.0,70.2,79.9,36.8,89.7,206.4,102.1,USPA
Lifter 29226,m,SBD,Raw,28.0,106.2,146.0,112.5,249.9,508.4,184.4,WRPF
Lifter 29227,M,SBD,Raw,,118.8,172.7,133.4,183.8,489.9,163.4,WRPF
Lifter 29228,F,SBD,Single-ply,24.0,71.1,107.3,66.4,107.0,280.7,137.6,USAPL
Lifter 29229,F,SBD,Wraps,42.0,65.1,93.2,33.6,83.4,210.2,110.1,USAPL
Lifter 29230,M,SBD,Raw,28.0,71.8,109.5,103.2,142.0,354.7,172.6,USPA
Lifter 29231,M,SBD,Raw,30.0,85.6,213.7,112.3,161.2,487.2,207.7,WRPF
Lifter 29232,F,SBD,Raw,48.0,68.7,65.9,48.3,68.4,182.6,91.8,IPF
Lifter 29233,M,SBD,Raw,24.0,62.2,111.5,82.2,125.3,319.0,172.8,USAPL
Lifter 29234,M,SBD,Raw,34.0,97.9,199.8,126.6,187.9,514.3,198.3,IPF
Lifter 29235,M,SBD,Single-ply,,125.4,102.8,64.2,88.4,255.4,81.8,WRPF
Lifter 29236,M,SBD,Raw,30.0,74.1,115.9,57.8,181.7,355.4,168.9,IPF
Lifter 29237,F,SBD,Raw,47.0,63.0,57.4,41.8,75.2,174.4,93.6,IPF
Lifter 29238,M,SBD,Raw,33.0,79.5,160.5,98.2,162.5,421.2,189.8,WRPF
Lifter 29239,M,SBD,Raw,30.0,121.2,168.8,132.8,229.3,530.9,174.4,USAPL
Lifter 29240,M,SBD,Raw,34.0,94.5,133.5,117.0,190.3,440.8,174.5,IPF
Lifter 29241,F,SBD,Raw,37.0,73.0,84.4,53.0,89.7,227.1,109.1,WRPF
Lifter 29242,M,SBD,Raw,25.0,80.0,122.5,94.4,153.3,370.2,166.1,USAPL
Lifter 29243,M,SBD,Raw,30.0,109.9,139.4,80.7,199.7,419.8,148.4,USAPL
Lifter 29244,F,SBD,Raw,47.0,74.7,61.3,48.0,88.3,197.6,93.3,USPA
Lifter 29245,M,SBD,Raw,33.0,126.0,216.1,97.1,170.9,484.1,154.5,USAPL
Lifter 29246,F,SBD,Single-ply,49.0,59.7,72.1,51.7,89.5,213.3,119.2,USAPL
Lifter 29247,M,SBD,Raw,56.0,125.3,128.3,,170.2,,123.0,USPA
Lifter 29248,F,SBD,Raw,50.0,67.2,53.4,52.0,53.6,159.0,81.3,USAPL
Lifter 29249,M,SBD,Raw,,74.7,78.1,,121.2,,130.3,USPA
Lifter 29250,M,SBD,Raw,37.0,125.3,169.9,,232.9,,157.1,WRPF
Lifter 29251,M,SBD,Raw,28.0,125.1,207.9,159.1,245.3,612.3,196.4,WRPF
Lifter 29252,M,SBD,Wraps,,65.1,96.6,87.1,123.3,307.0,160.7,IPF
Lifter 29253,F,SBD,Raw,53.0,57.1,53.3,22.9,67.1,143.3,82.8,USPA
Lifter 29254,M,SBD,Single-ply,41.0,76.6,172.3,97.0,154.8,424.1,196.6,USPA
Lifter 29255,M,SBD,Raw,32.0,99.6,167.6,119.6,215.1,502.3,191.2,WRPF
Lifter 29256,M,SBD,Raw,,95.7,159.2,137.1,216.2,512.5,201.0,IPF
Lifter 29257,F,SBD,Raw,52.0,62.2,68.8,46.7,75.6,191.1,103.5,IPF
Lifter 29258,F,SBD,Wraps,27.0,47.4,83.4,56.7,76.9,217.0,144.1,USPA
Lifter 29259,M,SBD,Raw,22.0,62.5,106.0,,151.5,,186.2,USPA
Lifter 29260,M,SBD,Raw,42.0,68.9,125.7,62.4,122.7,310.8,156.0,IPF
Lifter 29261,F,SBD,Raw,36.0,80.1,95.9,54.2,63.0,213.1,95.5,WRPF
Lifter 29262,F,SBD,Wraps,47.0,49.2,50.1,30.5,73.9,154.5,99.8,USAPL
Lifter 29263,M,SBD,Wraps,38.0,61.8,139.0,72.1,137.6,348.7,189.8,WRPF
Lifter 29264,M,SBD,Raw,42.0,74.7,128.6,85.5,138.6,352.7,166.6,USPA
Lifter 29265,F,SBD,Raw,,98.3,78.2,58.4,99.7,236.3,90.8,USPA
Lifter 29266,m,SBD,Raw,46.0,73.9,116.6,85.5,115.8,317.9,151.4,USAPL
Lifter 29267,F,SBD,Wraps,39.0,51.9,56.0,38.4,54.8,149.2,92.6,USPA
Lifter 29268,F,SBD,Raw,58.0,72.1,74.5,45.3,61.1,180.9,87.7,USAPL
Lifter 29269,F,SBD,Single-ply,53.0,104.8,114.0,58.8,107.8,280.6,102.8,IPF
Lifter 29270,F,SBD,Raw,50.0,62.0,64.8,42.2,84.5,191.5,104.0,USAPL
Lifter 29271,F,SBD,Raw,35.0,73.8,77.6,60.0,99.5,237.1,113.0,IPF
Lifter 29272,M,SBD,Raw,34.0,97.5,137.3,115.0,186.1,438.4,169.6,USPA
Lifter 29273,F,SBD,Single-ply,27.0,54.0,84.3,57.3,82.0,223.6,134.7,USAPL
Lifter 29274,M,SBD,Raw,31.0,84.8,173.3,99.4,158.8,431.5,185.3,USAPL
Lifter 29275,M,SBD,Raw,43.0,82.2,144.7,95.2,159.4,399.3,175.5,WRPF
Lifter 29276,M,SBD,Raw,36.0,86.2,121.7,120.0,215.8,457.5,194.1,IPF
Lifter 29277,M,SBD,Raw,58.0,98.6,85.5,57.3,129.7,272.5,104.5,WRPF
Lifter 29278,M,SBD,Wraps,55.0,106.9,111.3,97.3,174.1,382.7,138.1,USAPL
Lifter 29279,M,SBD,Raw,28.0,109.3,163.0,147.2,177.5,487.7,173.1,USAPL
Lifter 29280,M,SBD,Multi-ply,24.0,160.0,204.3,231.2,347.3,782.8,208.8,USAPL
Lifter 29281,M,SBD,Raw,30.0,93.4,181.8,65.9,151.1,398.8,159.3,IPF
Lifter 29282,M,SBD,Raw,60.0,116.3,122.8,66.9,132.0,321.7,109.0,WRPF
Lifter 29283,F,SBD,Raw,69.0,79.7,32.3,30.2,50.5,113.0,50.8,USAPL
Lifter 29284,M,SBD,Raw,,73.7,133.6,85.4,120.8,339.8,162.1,USPA
Lifter 29285,F,SBD,Raw,47.0,74.0,74.0,48.5,86.0,208.5,99.2,USAPL
Lifter 29286,F,SBD,Raw,27.0,67.8,108.3,71.5,72.0,251.8,127.9,USPA
Lifter 29287,F,SBD,Raw,38.0,67.8,69.4,44.9,81.4,195.7,99.4,USPA
Lifter 29288,M,SBD,Raw,60.0,127.3,116.5,67.0,113.8,297.3,94.1,IPF
Lifter 29289,M,SBD,Raw,31.0,104.5,168.6,,153.5,,157.9,USAPL
Lifter 29290,M,SBD,Wraps,44.0,91.5,156.0,114.5,188.9,459.4,186.3,IPF
Lifter 29291,M,SBD,Single-ply,47.0,93.3,175.4,87.7,132.5,395.6,158.1,IPF
Lifter 29292,F,SBD,Raw,30.0,66.5,73.0,37.0,94.3,204.3,105.3,USPA
Lifter 29293,M,SBD,Raw,43.0,127.4,204.3,108.7,211.4,524.4,165.9,USAPL
Lifter 29294,F,SBD,Raw,24.0,74.8,79.4,45.4,82.3,207.1,97.7,IPF
Lifter 29295,M,SBD,Raw,33.0,129.3,209.5,131.2,261.5,602.2,188.5,IPF
Lifter 29296,F,SBD,Raw,16.0,51.1,85.1,46.0,75.6,206.7,129.8,USAPL
Lifter 29297,M,SBD,Raw,35.0,89.4,134.4,,162.4,,165.5,IPF
Lifter 29298,F,SBD,Raw,34.0,75.1,71.0,70.4,82.3,223.7,105.2,USAPL
Lifter 29299,F,SBD,Raw,34.0,81.0,70.0,63.2,121.0,254.2,113.0,USPA
Lifter 29300,M,SBD,Raw,,110.2,96.4,88.5,179.8,364.7,128.7,IPF
Lifter 29301,M,SBD,Wraps,33.0,80.3,119.6,,185.4,,173.5,USAPL
Lifter 29302,M,SBD,Raw,79.0,66.6,62.9,36.7,54.1,153.7,79.1,USAPL
Lifter 29303,M,SBD,Raw,34.0,137.1,201.2,125.8,235.5,562.5,168.5,USAPL
Lifter 29304,M,SBD,Wraps,27.0,118.7,175.5,141.2,184.8,501.5,167.3,USPA
Lifter 29305,F,SBD,Raw,31.0,68.9,89.8,53.4,89.8,233.0,116.9,WRPF
Lifter 29306,M,SBD,Single-ply,49.0,110.0,110.0,,196.8,,132.8,IPF
Lifter 29307,M,SBD,Raw,38.0,108.0,204.8,116.9,235.6,557.3,199.6,IPF
Lifter 29308,M,SBD,Multi-ply,40.0,89.6,173.5,,191.0,,212.7,IPF
Lifter 29309,M,SBD,Raw,33.0,126.6,185.6,120.1,190.0,495.7,157.6,USAPL
Lifter 29310,F,SBD,Raw,26.0,78.8,99.8,66.4,99.4,265.6,120.5,USAPL
Lifter 29311,M,SBD,Raw,22.0,108.6,155.3,113.6,189.3,458.2,163.4,USAPL
Lifter 29312,M,SBD,Raw,,63.7,122.8,,176.9,,200.2,IPF
Lifter 29313,M,SBD,Single-ply,35.0,64.7,138.1,91.6,197.0,426.7,224.5,USAPL
Lifter 29314,F,SBD,Raw,34.0,88.8,104.5,80.8,126.1,311.4,129.2,USAPL
Lifter 29315,M,SBD,Raw,32.0,118.5,275.0,144.4,223.1,642.5,214.7,USAPL
Lifter 29316,F,SBD,Raw,36.0,80.3,88.2,90.6,72.9,251.7,112.6,IPF
Lifter 29317,M,SBD,Raw,48.0,114.5,207.8,88.5,153.2,449.5,154.1,USPA
Lifter 29318,F,SBD,Raw,32.0,86.3,86.7,79.6,104.3,270.6,114.7,USAPL
Lifter 29319,M,SBD,Raw,44.0,101.1,131.4,82.7,186.4,400.5,150.7,USAPL
Lifter 29320,F,SBD,Raw,36.0,84.0,123.1,71.4,111.4,305.9,132.3,IPF
Lifter 29321,F,SBD,Raw,,81.6,50.3,27.9,68.8,147.0,65.0,USPA
Lifter 29322,M,SBD,Raw,41.0,88.7,156.1,77.2,192.2,425.5,176.7,USAPL
Lifter 29323,M,SBD,Raw,27.0,103.3,169.7,75.3,120.5,365.5,135.4,IPF
Lifter 29324,F,SBD,Single-ply,33.0,80.0,95.9,,107.5,,120.5,USAPL
Lifter 29325,M,SBD,Raw,38.0,81.1,131.5,95.5,160.8,387.8,172.2,USAPL
Lifter 29326,F,SBD,Wraps,44.0,90.4,73.5,66.2,107.6,247.3,101.2,WRPF
Lifter 29327,F,SBD,Raw,39.0,66.9,68.4,51.2,78.5,198.1,101.6,USPA
Lifter 29328,M,SBD,Raw,28.0,102.9,196.4,114.2,170.5,481.1,178.7,USPA
Lifter 29329,M,SBD,Raw,33.0,73.3,129.0,82.1,101.1,312.2,149.5,IPF
Lifter 29330,M,SBD,Single-ply,38.0,44.8,99.5,73.6,126.0,299.1,207.3,USPA
Lifter 29331,M,SBD,Single-ply,46.0,67.7,158.9,95.2,120.5,374.6,190.5,IPF
Lifter 29332,M,SBD,Single-ply,60.0,81.1,97.0,67.0,88.8,252.8,112.3,USAPL
Lifter 29333,F,SBD,Wraps,44.0,44.0,68.7,43.5,61.1,173.3,121.7,IPF
Lifter 29334,M,SBD,Raw,48.0,109.7,140.1,126.6,186.1,452.8,160.3,USAPL
Lifter 29335,F,SBD,Wraps,30.0,66.0,74.4,68.1,81.4,223.9,116.0,USAPL
Lifter 29336,M,SBD,Raw,48.0,87.8,135.9,106.6,126.0,368.5,154.2,IPF
Lifter 29337,M,SBD,Raw,,122.7,184.1,101.9,221.7,507.7,165.3,USAPL
Lifter 29338,M,SBD,Raw,39.0,80.8,127.3,101.6,167.1,396.0,176.3,USPA
Lifter 29339,M,SBD,Raw,52.0,115.4,179.0,111.5,128.4,418.9,142.8,WRPF
Lifter 29340,M,SBD,Raw,39.0,109.7,152.1,93.6,168.5,414.2,146.6,IPF
Lifter 29341,F,SBD,Raw,38.0,68.0,79.5,53.0,101.3,233.8,118.5,USPA
Lifter 29342,M,SBD,Raw,37.0,79.2,151.6,106.8,151.2,409.6,185.1,USPA
Lifter 29343,M,SBD,Wraps,,92.1,157.3,105.2,172.1,434.6,175.4,IPF
Lifter 29344,F,SBD,Raw,32.0,65.8,73.1,70.6,79.1,222.8,115.7,USAPL
Lifter 29345,F,SBD,Raw,40.0,88.9,77.9,60.2,99.4,237.5,98.4,IPF
Lifter 29346,M,SBD,Single-ply,51.0,92.0,163.9,85.4,181.6,430.9,174.1,USAPL
Lifter 29347,M,SBD,Single-ply,28.0,92.0,157.6,104.8,190.0,452.4,182.8,IPF
